source,target
RTDGRd24MLBzph0dRbGzaA,mBWEEo4LL_Eeh1N-15bwcg
zOfdbmzmQ1fYGRWTuAFPZg,MwIAUZ5dFHCTRpuO2jCStQ
zOfdbmzmQ1fYGRWTuAFPZg,kNHlbORl98KdehMg05P1JQ
zOfdbmzmQ1fYGRWTuAFPZg,kNHlbORl98KdehMg05P1JQ
SO1ac7x6aKy5z-VZgL6l4w,Bh1wz68n-Uqp66rJ7F5ZLw
SO1ac7x6aKy5z-VZgL6l4w,hBGZ22mBEj4eYC7kMDzQ5A
zOfdbmzmQ1fYGRWTuAFPZg,tU6NT22sRhjqJbqHRRqMOg
zOfdbmzmQ1fYGRWTuAFPZg,kL_r2cBb6xQLM7e0pM48dg
lKCLHQDoqH5eOYUm8ZbH-Q,m9C_CzY8xUlg0h0KQUjgaQ
rYfYC5fVjAXW0tDvNB7t1Q,1uXBmdhAsK_CFyKul0-uMQ
rW6xxTD_Y9GoirgPLYrH4g,LfXTNvVwNEKHQ2CI7-aaiQ
zOfdbmzmQ1fYGRWTuAFPZg,tRkxt4zY8N8_Jy_YE_T7TA
gUy3jpjMpVD5utF1jow69w,RGXhu3yH8NH0prC9gcbBgQ
rYfYC5fVjAXW0tDvNB7t1Q,akvJXN2XTN2LgwQ5dyN8-w
rW6xxTD_Y9GoirgPLYrH4g,GM33ITi-7jfnbMj_geUbnw
xgF5-25Phx21_DiZDza38A,tU6NT22sRhjqJbqHRRqMOg
T9qE4tZmmi8YW2NOyVvHRQ,uwxKrCwCHJKov7wcnDChsQ
zOfdbmzmQ1fYGRWTuAFPZg,Nemnkekd9zMvvZoZuJYY2g
zOfdbmzmQ1fYGRWTuAFPZg,Nemnkekd9zMvvZoZuJYY2g
rD1m5it6FkbNJA3tDtrDGA,Q59Z0-YdxlFyMhsuzNwckQ
rD1m5it6FkbNJA3tDtrDGA,kd1jc2uyVBwCnJfkDHhkXQ
z66VtwJE13KKmco-W8vsYA,-EeSXHn12H8_5E0QJ8g6Eg
IdwthJZBvDFusOio9zKh8Q,ttV2shkYetHFN2npkvnCEw
IdwthJZBvDFusOio9zKh8Q,FQcXC4SaV3eoNkIQDprs8Q
rYfYC5fVjAXW0tDvNB7t1Q,oBcBLFLmCSZ6zlhvZ9HThA
frGV1TnYQKmD9cSrYJkiJA,djSGIxrAjuFPaV1pKs9ERg
rYfYC5fVjAXW0tDvNB7t1Q,6MgSSc8aryYcUlL1xp1DZA
rYfYC5fVjAXW0tDvNB7t1Q,LuBE7N244AUZQl3SJCAnQw
rYfYC5fVjAXW0tDvNB7t1Q,akvJXN2XTN2LgwQ5dyN8-w
rYfYC5fVjAXW0tDvNB7t1Q,GwskN-wt5eMNE1BMdHx9hg
zOfdbmzmQ1fYGRWTuAFPZg,ttV2shkYetHFN2npkvnCEw
rYfYC5fVjAXW0tDvNB7t1Q,GwskN-wt5eMNE1BMdHx9hg
IxWEL9gO1HIA3TqdPBfYBg,IG-8J6OSAeaiMh6kIGjsBA
0cDL4AD8ape3_XBswFLWnA,d0VG42GZkTSx73afRcJvFg
yzSdECCIqJ0KGOL26ByUvw,JOLlhX_MV8QyAMci4Z3pjw
zOfdbmzmQ1fYGRWTuAFPZg,1WnAjOJbL3LyvV4lszm17w
frGV1TnYQKmD9cSrYJkiJA,2AqEeKvXLjoTRWvi-ELdow
58LdmOC_9yNYdaAhB_PnDg,KQpHyvipbilJDLLOIbbznw
UYvvP9YtPpd99NWQ4cIXBQ,jHvxr-IX8lMODThqji5fyA
UYvvP9YtPpd99NWQ4cIXBQ,QIBiat-jVhBMKkr1itQrDQ
z66VtwJE13KKmco-W8vsYA,YTd_ctxW2ZgwoKME-rySIg
zOfdbmzmQ1fYGRWTuAFPZg,BXpZ845b5AYk4i6klSscWA
UYvvP9YtPpd99NWQ4cIXBQ,5WLA4u8aTU2gK-OtXUEy-g
zOfdbmzmQ1fYGRWTuAFPZg,nM1r9DKTzvoPR38CCuyRZw
rYfYC5fVjAXW0tDvNB7t1Q,2DCj-bz4mTkELtEh6SgVjQ
Gdv9AoWxmH8MJCCTpZ9zLg,_Q50dGpdNMA-G31CYnsogA
58LdmOC_9yNYdaAhB_PnDg,_po5lpcKcy8o93rWNj20qQ
Gdv9AoWxmH8MJCCTpZ9zLg,yqwfsLE7KtXQE-5bPH_HvA
Dk-DQavXp_WvAJH2KVWlXw,LuBE7N244AUZQl3SJCAnQw
rW6xxTD_Y9GoirgPLYrH4g,LuBE7N244AUZQl3SJCAnQw
zOfdbmzmQ1fYGRWTuAFPZg,akvJXN2XTN2LgwQ5dyN8-w
ztqChBDEAFEVkXU3CxKjjQ,KCYPxwHh1a25Yn1T3TvL-g
xEHHH8r-dicIwU_4t_zlyg,k272gbyBrt4SaIwd1Byegw
zOfdbmzmQ1fYGRWTuAFPZg,FQcXC4SaV3eoNkIQDprs8Q
zOfdbmzmQ1fYGRWTuAFPZg,-0kfmd2vIS8AgNeeR0TvJw
1kAeqcMCJycm67YsSsKUpQ,eJvlErp1WsU0R7ebyYe5jA
J5_kIINcf32sIJHhxpE0cA,7rtwEG4BBOp406paxN7JNA
OJ7x1UU0u97de9BdOYeHDw,3xmHMhCblQYdgESztwvGsg
rYfYC5fVjAXW0tDvNB7t1Q,4hEHMwUHe7ia6GpShKr30w
zOfdbmzmQ1fYGRWTuAFPZg,-EeSXHn12H8_5E0QJ8g6Eg
Vzy-MOO8QZgQVdt9bR-SwA,hJDtWEdzCGf6NnF5NW5x9g
rYfYC5fVjAXW0tDvNB7t1Q,GwskN-wt5eMNE1BMdHx9hg
IdwthJZBvDFusOio9zKh8Q,5kHsdfE3S5URZ2meujdunQ
rW6xxTD_Y9GoirgPLYrH4g,6MgSSc8aryYcUlL1xp1DZA
mlzZw0iYHR9X3Um-lkfK1A,FQcXC4SaV3eoNkIQDprs8Q
mlzZw0iYHR9X3Um-lkfK1A,GM33ITi-7jfnbMj_geUbnw
zOfdbmzmQ1fYGRWTuAFPZg,akvJXN2XTN2LgwQ5dyN8-w
frGV1TnYQKmD9cSrYJkiJA,izTOmKu4KHOh58eSYU-iuw
z0faxh1kB7iMU-9iQUFH9g,_po5lpcKcy8o93rWNj20qQ
0cDL4AD8ape3_XBswFLWnA,tU6NT22sRhjqJbqHRRqMOg
zOfdbmzmQ1fYGRWTuAFPZg,lKCLHQDoqH5eOYUm8ZbH-Q
zOfdbmzmQ1fYGRWTuAFPZg,lKCLHQDoqH5eOYUm8ZbH-Q
1cK6SoMXPBDEVCqFQ1hpaA,DWKVMGIghRWfeKP3ZDuyOg
rYfYC5fVjAXW0tDvNB7t1Q,GwskN-wt5eMNE1BMdHx9hg
zOfdbmzmQ1fYGRWTuAFPZg,2DCj-bz4mTkELtEh6SgVjQ
rYfYC5fVjAXW0tDvNB7t1Q,GwskN-wt5eMNE1BMdHx9hg
rYfYC5fVjAXW0tDvNB7t1Q,GwskN-wt5eMNE1BMdHx9hg
rYfYC5fVjAXW0tDvNB7t1Q,dD-dN_nKebRECNAE_c_I3w
rYfYC5fVjAXW0tDvNB7t1Q,4RWgO_8uaG8cI3d9P7GiAw
rYfYC5fVjAXW0tDvNB7t1Q,v-FXtmxw1QZ3D9RLGEoMXg
rYfYC5fVjAXW0tDvNB7t1Q,v-FXtmxw1QZ3D9RLGEoMXg
3cDxcsNOm03QkPiW1wWyNg,N8T3pHv8xAQVtDgS2PbU_Q
xEHHH8r-dicIwU_4t_zlyg,DWKVMGIghRWfeKP3ZDuyOg
rW6xxTD_Y9GoirgPLYrH4g,akvJXN2XTN2LgwQ5dyN8-w
zOfdbmzmQ1fYGRWTuAFPZg,Ve1cAEAbOvURksmpo4g-eg
aW3beSpJC-GJTC_GHxqfOQ,tU6NT22sRhjqJbqHRRqMOg
KRhZB-UVoj5qM2ruZhnEmw,JEpgq3wiBlzA-xOdaKqs6Q
lKCLHQDoqH5eOYUm8ZbH-Q,tU6NT22sRhjqJbqHRRqMOg
lKCLHQDoqH5eOYUm8ZbH-Q,tU6NT22sRhjqJbqHRRqMOg
rD1m5it6FkbNJA3tDtrDGA,v8cx38lFSUxHiOFPg63U7w
IdwthJZBvDFusOio9zKh8Q,tU6NT22sRhjqJbqHRRqMOg
3uuMoaXNggan6Y9cm5inyQ,tU6NT22sRhjqJbqHRRqMOg
H2DSIaBDrLMmttgGMNEcHA,tU6NT22sRhjqJbqHRRqMOg
tT3Sih9MTYwJAJZ5jBMsCA,tU6NT22sRhjqJbqHRRqMOg
lKCLHQDoqH5eOYUm8ZbH-Q,tU6NT22sRhjqJbqHRRqMOg
rD1m5it6FkbNJA3tDtrDGA,hUt304zXnozaylxI0Rx8aw
rW6xxTD_Y9GoirgPLYrH4g,akvJXN2XTN2LgwQ5dyN8-w
3uuMoaXNggan6Y9cm5inyQ,ttV2shkYetHFN2npkvnCEw
xEHHH8r-dicIwU_4t_zlyg,tU6NT22sRhjqJbqHRRqMOg
zOfdbmzmQ1fYGRWTuAFPZg,tU6NT22sRhjqJbqHRRqMOg
7qJmYk_w55tVVV6A8p5AKA,tU6NT22sRhjqJbqHRRqMOg
7qJmYk_w55tVVV6A8p5AKA,910Le36_D8_l5BGO5NKqAw
7qJmYk_w55tVVV6A8p5AKA,x4ias_hHmMa14vHQL7t1nA
7qJmYk_w55tVVV6A8p5AKA,akvJXN2XTN2LgwQ5dyN8-w
mlzZw0iYHR9X3Um-lkfK1A,tU6NT22sRhjqJbqHRRqMOg
mlzZw0iYHR9X3Um-lkfK1A,tU6NT22sRhjqJbqHRRqMOg
rD1m5it6FkbNJA3tDtrDGA,Arx5-CHvWZnDhACTDh3oUQ
rD1m5it6FkbNJA3tDtrDGA,MLdCGBqJ5Mx-Z7FE1SAmoA
0Odv2t259yNh8DBjyGcjqA,3kRNtlkaxdFV5avN4p3Low
0Odv2t259yNh8DBjyGcjqA,mDGRCybJ6zkrJVaq-2yX3A
fXEo3HDqiAotmzhDQXRK6A,8kqDXysL6wIdGi7G1Kb64w
0Odv2t259yNh8DBjyGcjqA,JEpgq3wiBlzA-xOdaKqs6Q
nDEb6GE2tTtnCUoQgSNiLw,UEMlUcYbB8Y6o60FThBg1g
rD1m5it6FkbNJA3tDtrDGA,nwVkORZ7VBDImByGWMCHZA
NUKtxXRjdd2KVaOyFea02Q,d0VG42GZkTSx73afRcJvFg
ZyXX6R6NhIU8rvBcPCYeDw,4RWgO_8uaG8cI3d9P7GiAw
rD1m5it6FkbNJA3tDtrDGA,i80oFHo0YpI6H2FF_Fl_TA
nDEb6GE2tTtnCUoQgSNiLw,-QhN3EsLaYF1snqQsqVYhQ
rW6xxTD_Y9GoirgPLYrH4g,akvJXN2XTN2LgwQ5dyN8-w
m12ytWS667xNDFXnadN4Lw,f4oolkx3d_8XjKeTlhIuVA
m12ytWS667xNDFXnadN4Lw,LOl9PxOld2bIyqjpaQZ6kA
lKCLHQDoqH5eOYUm8ZbH-Q,LfXTNvVwNEKHQ2CI7-aaiQ
VjAXyowAwXb-0YANtULfXA,GPEOpCIZiFl5COCNaBU5IQ
8LrUaeO6Ab1ECh5TKUlegA,tU6NT22sRhjqJbqHRRqMOg
z66VtwJE13KKmco-W8vsYA,tU6NT22sRhjqJbqHRRqMOg
xEHHH8r-dicIwU_4t_zlyg,tU6NT22sRhjqJbqHRRqMOg
vr3HoBSRVMw83GHY4ird7g,ttV2shkYetHFN2npkvnCEw
vr3HoBSRVMw83GHY4ird7g,6MgSSc8aryYcUlL1xp1DZA
z66VtwJE13KKmco-W8vsYA,2cojv-gcq9HR8K5Gfp_dRA
xILF0_xJ00q8WIRudpTpoA,52athsSXGdKVvDR6yRsz4w
4UYzH2dOA72aY5tEchbGDg,LuBE7N244AUZQl3SJCAnQw
vAL_vtgX5imX8CEnfS3NeQ,DWKVMGIghRWfeKP3ZDuyOg
vAL_vtgX5imX8CEnfS3NeQ,aeDKAvb_XW2kCEiYCCYQhQ
rD1m5it6FkbNJA3tDtrDGA,rD1m5it6FkbNJA3tDtrDGA
rYfYC5fVjAXW0tDvNB7t1Q,GwskN-wt5eMNE1BMdHx9hg
rYfYC5fVjAXW0tDvNB7t1Q,tU6NT22sRhjqJbqHRRqMOg
rYfYC5fVjAXW0tDvNB7t1Q,tU6NT22sRhjqJbqHRRqMOg
IdwthJZBvDFusOio9zKh8Q,tU6NT22sRhjqJbqHRRqMOg
zOfdbmzmQ1fYGRWTuAFPZg,Nemnkekd9zMvvZoZuJYY2g
ahs5m4SiY6TJKXMGN7lFnQ,kL_r2cBb6xQLM7e0pM48dg
4UYzH2dOA72aY5tEchbGDg,LuBE7N244AUZQl3SJCAnQw
rYfYC5fVjAXW0tDvNB7t1Q,kL_r2cBb6xQLM7e0pM48dg
rYfYC5fVjAXW0tDvNB7t1Q,GwskN-wt5eMNE1BMdHx9hg
rYfYC5fVjAXW0tDvNB7t1Q,k272gbyBrt4SaIwd1Byegw
zOfdbmzmQ1fYGRWTuAFPZg,FQcXC4SaV3eoNkIQDprs8Q
xEHHH8r-dicIwU_4t_zlyg,GM33ITi-7jfnbMj_geUbnw
zOfdbmzmQ1fYGRWTuAFPZg,pRcZ3xB9krzfzPPhVwoRvA
xEHHH8r-dicIwU_4t_zlyg,FQcXC4SaV3eoNkIQDprs8Q
zOfdbmzmQ1fYGRWTuAFPZg,tU6NT22sRhjqJbqHRRqMOg
SWeYFNdcY7z_kL3Y_UMRgw,tU6NT22sRhjqJbqHRRqMOg
moWFkVbKc0ZzN1GjBkJ7OQ,52athsSXGdKVvDR6yRsz4w
zOfdbmzmQ1fYGRWTuAFPZg,akvJXN2XTN2LgwQ5dyN8-w
rYfYC5fVjAXW0tDvNB7t1Q,tU6NT22sRhjqJbqHRRqMOg
rYfYC5fVjAXW0tDvNB7t1Q,pGL0gXDQtjFyTsOhquJ7OA
OP1KYF3vxMLOUuUiXmQ6kg,9c9wVdcqEMyNG1Ih2zYPxw
OP1KYF3vxMLOUuUiXmQ6kg,ttV2shkYetHFN2npkvnCEw
xEHHH8r-dicIwU_4t_zlyg,-EeSXHn12H8_5E0QJ8g6Eg
rYfYC5fVjAXW0tDvNB7t1Q,kL_r2cBb6xQLM7e0pM48dg
lKCLHQDoqH5eOYUm8ZbH-Q,tU6NT22sRhjqJbqHRRqMOg
xEHHH8r-dicIwU_4t_zlyg,tU6NT22sRhjqJbqHRRqMOg
xEHHH8r-dicIwU_4t_zlyg,tU6NT22sRhjqJbqHRRqMOg
zOfdbmzmQ1fYGRWTuAFPZg,vKeLQbdi0y1rip1gHyVPjg
zOfdbmzmQ1fYGRWTuAFPZg,lKCLHQDoqH5eOYUm8ZbH-Q
zOfdbmzmQ1fYGRWTuAFPZg,vKeLQbdi0y1rip1gHyVPjg
OP1KYF3vxMLOUuUiXmQ6kg,_7wY1lxKs9LP0tkYp-u0dw
lKCLHQDoqH5eOYUm8ZbH-Q,tU6NT22sRhjqJbqHRRqMOg
zOfdbmzmQ1fYGRWTuAFPZg,tU6NT22sRhjqJbqHRRqMOg
SO1ac7x6aKy5z-VZgL6l4w,SFLTl4vJyMP97sW3itRJcQ
OP1KYF3vxMLOUuUiXmQ6kg,woc0FB16Gp79qHkgojilpQ
OP1KYF3vxMLOUuUiXmQ6kg,woc0FB16Gp79qHkgojilpQ
lKCLHQDoqH5eOYUm8ZbH-Q,tU6NT22sRhjqJbqHRRqMOg
IdwthJZBvDFusOio9zKh8Q,tU6NT22sRhjqJbqHRRqMOg
rW6xxTD_Y9GoirgPLYrH4g,wxHmRMwlrE1IuobyUglKUA
xEHHH8r-dicIwU_4t_zlyg,2GPs0Ca4CbW2qjYY9BazLA
rW6xxTD_Y9GoirgPLYrH4g,akvJXN2XTN2LgwQ5dyN8-w
gUy3jpjMpVD5utF1jow69w,OKEbA0b5ijZ0_2sOqswHnA
gUy3jpjMpVD5utF1jow69w,GEijcB0ou7cmD_JcePXi9Q
rW6xxTD_Y9GoirgPLYrH4g,akvJXN2XTN2LgwQ5dyN8-w
zOfdbmzmQ1fYGRWTuAFPZg,UtHHdV-CfpEO9IA7IsUt-w
rD1m5it6FkbNJA3tDtrDGA,wGVNA6R6yh-nhKLR3VcetA
vr3HoBSRVMw83GHY4ird7g,ttV2shkYetHFN2npkvnCEw
NUKtxXRjdd2KVaOyFea02Q,d0VG42GZkTSx73afRcJvFg
0cDL4AD8ape3_XBswFLWnA,ok_Jvx6sqMqNtbzA_VESgg
IdwthJZBvDFusOio9zKh8Q,tU6NT22sRhjqJbqHRRqMOg
uz-DbdEQ_f5bXhMBk90aww,NyLlbhKS5EW8vJ18dOXCGA
xEHHH8r-dicIwU_4t_zlyg,LuBE7N244AUZQl3SJCAnQw
rD1m5it6FkbNJA3tDtrDGA,wjxRFKk-u1F4_koNzElmNQ
xEHHH8r-dicIwU_4t_zlyg,NbqvbkUDxNiw8ohc30ahkQ
rYfYC5fVjAXW0tDvNB7t1Q,ttV2shkYetHFN2npkvnCEw
xEHHH8r-dicIwU_4t_zlyg,xAKOGSovq2s5hkHY0jLx4w
rYfYC5fVjAXW0tDvNB7t1Q,GwskN-wt5eMNE1BMdHx9hg
rYfYC5fVjAXW0tDvNB7t1Q,moWFkVbKc0ZzN1GjBkJ7OQ
xEHHH8r-dicIwU_4t_zlyg,p1zlF6_jFmrjHzkSnNC7yw
IdwthJZBvDFusOio9zKh8Q,FQcXC4SaV3eoNkIQDprs8Q
0cDL4AD8ape3_XBswFLWnA,tU6NT22sRhjqJbqHRRqMOg
0cDL4AD8ape3_XBswFLWnA,FQcXC4SaV3eoNkIQDprs8Q
xEHHH8r-dicIwU_4t_zlyg,tU6NT22sRhjqJbqHRRqMOg
0cDL4AD8ape3_XBswFLWnA,0X0jwTn47FcAlOU6K6K81g
